first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Benicio,Baker-Boaitey,Brighton &amp; Hove Albion,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/01/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p475480.png,4,,,0,,,0,0,1,1,,,,,,,,,,0,14,3.50,0,0,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ellery,Balcombe,Brentford,Goalkeeper,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/10/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p235448.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George,Baldock,Sheffield United,Defender,178cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,09/03/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p82691.png,11,0,18,17,53%,0,0,9,25,12,0,39,47,50,5,15,12,0,0,1,294,26.73,1,17,24%,0,13,4,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,
Carlos,Baleba,Brighton &amp; Hove Albion,Midfielder,179cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,03/01/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p535301.png,15,,,23,48%,,1,11,14,6,,51,50,49,4,15,3,,1,0,392,26.13,0,0,0%,0,12,4,0,22,0,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
Emilio,Ballard-Matthews,Wolverhampton Wanderers,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/11/2007  (16),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fodé,Ballo-Touré,Fulham,Defender,182cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,03/01/1997  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p225897.png,5,0,1,3,67%,0,0,3,2,0,0,5,8,5,3,0,1,0,0,0,49,9.80,0,4,0%,0,3,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Kofi,Balmer,,Defender,183cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,19/09/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Folarin,Balogun,,Forward,178cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,03/07/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p232223.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mauro,Bandeira,Arsenal,Midfielder,178cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,18/11/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott,Banks,,Forward,183cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,26/09/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p462831.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Shandon,Baptiste,Brentford,Midfielder,175cm,Grenada,https://resources.premierleague.com/premierleague/flags/GD.png,08/04/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p432160.png,9,,,4,100%,,0,3,5,3,,17,13,14,6,3,4,,0,0,83,9.22,0,0,0%,0,4,0,0,2,0,1,0,1,0,0,0.11,0,0,2,2,100%,0,,,,,,,,
Valentín,Barco,Brighton &amp; Hove Albion,Defender,172cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,23/07/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ross,Barkley,Luton Town,Midfielder,189cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/12/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p88894.png,20,,,35,40%,,16,17,38,25,,134,144,113,48,35,27,,0,3,854,42.70,6,28,29%,4,51,4,0,14,0,3,1,1,1,2,0.15,0,0,45,9,20%,0,,,,,,,,
Ashley,Barnes,,Forward,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/1989,https://resources.premierleague.com/premierleague/photos/players/250x250/p44699.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ty,Barnett,Wolverhampton Wanderers,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/07/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Luca,Barrington,Brighton &amp; Hove Albion,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/12/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Chris,Basham,Sheffield United,Defender,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/1988  (35),https://resources.premierleague.com/premierleague/photos/players/250x250/p40386.png,8,0,6,7,29%,0,0,5,17,9,0,16,20,21,3,8,8,0,0,0,122,15.25,0,4,0%,0,4,1,0,3,2,0,0,0,0,0,,,,,,,,,,,,,,,
Calvin,Bassey,Fulham,Defender,185cm,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,31/12/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p232892.png,17,2,23,24,58%,0,1,21,38,15,0,87,57,33,7,20,14,0,1,0,916,53.88,0,1,0%,0,52,2,1,10,2,1,0,1,0,0,,,,,,,,,,,,,,,
Samuel,Bastien,,Midfielder,175cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,26/09/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p189776.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe,Bauress,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/03/2006,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan,Baxter,,Goalkeeper,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/11/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Altay,Bayindir,Manchester United,Goalkeeper,198cm,Turkey,https://resources.premierleague.com/premierleague/flags/TR.png,14/04/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p451302.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Eddie,Beach,,Goalkeeper,196cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/10/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p474803.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mads,Bech,,Defender,189cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,07/01/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p228044.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Owen,Beck,,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/08/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p430992.png,1,0,0,2,50%,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,4.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Asmir,Begovic,,Goalkeeper,199cm,Bosnia &amp; Herzegovina,https://resources.premierleague.com/premierleague/flags/BA.png,20/06/1987,https://resources.premierleague.com/premierleague/photos/players/250x250/p40349.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Amari'i,Bell,Luton Town,Defender,180cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,05/05/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p165183.png,20,1,41,50,66%,0,0,25,55,20,0,98,96,77,10,21,22,0,1,0,786,39.30,0,13,8%,2,29,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jean-Ricner,Bellegarde,Wolverhampton Wanderers,Midfielder,170cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,27/06/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p231057.png,17,,,15,60%,,4,6,11,6,,35,54,55,15,6,15,,0,1,223,13.12,1,25,12%,1,4,0,1,8,1,2,0,2,0,0,0.12,0,0,11,4,36%,0,,,,,,,,
Anis,Ben Slimane,Sheffield United,Midfielder,188cm,Tunisia,https://resources.premierleague.com/premierleague/flags/TN.png,16/03/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p504198.png,11,,,8,63%,,0,4,6,2,,32,22,47,2,7,16,,0,0,113,10.27,0,0,0%,1,2,2,0,5,2,0,0,0,0,0,0.00,0,0,6,3,50%,2,,,,,,,,
Steven,Benda,Fulham,Goalkeeper,192cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,01/10/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p428971.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Rhys,Bennett,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Saïd,Benrahma,,Forward,172cm,Algeria,https://resources.premierleague.com/premierleague/flags/DZ.png,10/08/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p172841.png,13,,,8,,,4,5,5,2,,,,,,,,,,1,238,18.31,2,17,,,,1,0,5,1,0,0,0,0,0,0.00,0,0,19,6,32%,2,,,,,,,,
Rodrigo,Bentancur,Tottenham Hotspur,Midfielder,187cm,Uruguay,https://resources.premierleague.com/premierleague/flags/UY.png,25/06/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p202993.png,10,,,10,50%,,2,5,10,6,,21,26,37,6,4,11,,0,0,292,29.20,0,3,0%,2,8,2,0,5,0,1,0,0,1,0,0.10,0,0,7,2,29%,1,,,,,,,,
Dan,Bentley,Wolverhampton Wanderers,Goalkeeper,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/07/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p79602.png,3,1,3,,,,,,,,,,,,,,,0,0,0,80,26.67,,,,,14,0,0,0,,0,,,,,,,,,,,,7,0,2,0,0,1,7,25
Sander,Berge,Burnley,Midfielder,195cm,Norway,https://resources.premierleague.com/premierleague/flags/NO.png,14/02/1998  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p207189.png,25,,,48,56%,,4,18,46,31,,121,123,105,14,51,36,,1,1,855,34.20,1,8,13%,2,44,5,1,31,2,1,0,1,0,1,0.04,0,0,16,3,19%,2,,,,,,,,
Lucas,Bergström,Chelsea,Goalkeeper,199cm,Finland,https://resources.premierleague.com/premierleague/flags/FI.png,05/09/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p482158.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Bernardo,Silva,Manchester City,Midfielder,173cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,10/08/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p165809.png,22,,,36,50%,,6,6,8,1,,63,76,74,24,1,8,,0,4,"1,231",55.95,9,63,21%,1,45,6,0,12,0,6,0,1,5,1,0.27,0,0,27,12,44%,2,,,,,,,,
Luke,Berry,Luton Town,Midfielder,177cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/07/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p82738.png,6,,,0,0%,,1,0,0,0,,1,2,4,0,1,2,,0,0,14,2.33,0,5,20%,0,0,0,0,2,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
,Beto,Everton,Forward,194cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,31/01/1998  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p486385.png,21,,,11,,,3,0,8,7,,,,,,,,,,0,114,5.43,3,3,,,,2,0,15,5,1,0,1,0,0,0.05,0,0,29,5,17%,5,,,,,,,,
Marcus,Bettinelli,Chelsea,Goalkeeper,194cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/05/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p122074.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,1,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jordan,Beyer,Burnley,Defender,187cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,19/05/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p241231.png,15,2,23,35,57%,1,3,16,68,39,0,57,73,50,4,29,26,0,1,1,855,57.00,1,0,0%,1,47,6,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giulian,Biancone,,Defender,187cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,31/03/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p437753.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mads,Bidstrup,,Midfielder,175cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,25/02/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p481405.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mika,Biereth,,Forward,187cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,08/02/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Philip,Billing,Bournemouth,Midfielder,193cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,11/06/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p168991.png,20,,,27,48%,,7,16,25,14,,65,74,80,10,26,20,,1,2,411,20.55,3,18,28%,0,14,3,1,15,0,2,0,0,1,0,0.10,0,0,23,5,22%,1,,,,,,,,
Nathan,Bishop,,Goalkeeper,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/10/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p250370.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Yves,Bissouma,Tottenham Hotspur,Midfielder,182cm,Mali,https://resources.premierleague.com/premierleague/flags/ML.png,30/08/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p227127.png,17,,,55,62%,,6,26,29,24,,78,110,76,25,6,9,,1,0,"1,138",66.94,0,0,0%,3,19,5,2,21,0,0,0,0,0,0,0.00,0,0,18,4,22%,1,,,,,,,,
Billy,Blacker,Sheffield United,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/05/2006  (17),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malachi,Boateng,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/07/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p461377.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oscar,Bobb,Manchester City,Midfielder,174cm,Norway,https://resources.premierleague.com/premierleague/flags/NO.png,12/07/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p477555.png,8,,,3,0%,,1,1,1,0,,8,16,8,9,1,0,,0,1,102,12.75,2,4,75%,3,0,0,0,1,0,1,0,1,0,0,0.13,0,0,3,2,67%,1,,,,,,,,
Jayden,Bogle,Sheffield United,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/07/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p226182.png,22,1,46,43,56%,1,5,25,64,33,0,87,102,100,12,31,15,0,0,0,505,22.95,0,30,33%,0,19,7,0,27,3,1,0,1,0,0,,,,,,,,,,,,,,,
Bendegúz,Bolla,,Defender,180cm,Hungary,https://resources.premierleague.com/premierleague/flags/HU.png,22/11/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Willy-Arnaud,Boly,Nottingham Forest,Defender,195cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,03/02/1991  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p90585.png,15,2,15,30,60%,0,2,20,65,32,1,62,77,51,2,44,24,0,0,0,465,31.00,2,1,0%,1,16,1,1,15,1,1,1,0,0,0,,,,,,,,,,,,,,,
Alex,Borto,,Goalkeeper,188cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,06/11/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sven,Botman,Newcastle United,Defender,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,12/01/2000  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p220237.png,15,2,26,18,67%,2,1,7,52,23,1,63,49,29,0,29,15,1,2,2,877,58.47,2,0,0%,0,34,2,0,7,1,2,2,0,0,0,,,,,,,,,,,,,,,
Aaron,Bott,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/09/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jarrod,Bowen,West Ham United,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/12/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p178186.png,25,,,30,,,15,16,10,8,,,,,,,,,,2,470,18.80,6,43,,,,2,0,21,15,14,4,2,8,1,0.56,0,0,63,30,48%,9,,,,,,,,
Josh,Bowler,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/03/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Conor,Bradley,Liverpool,Defender,180cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,09/07/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p492777.png,4,0,2,10,80%,0,1,2,6,3,0,15,27,20,5,6,2,0,0,3,159,39.75,2,11,27%,3,7,1,0,5,0,1,0,1,0,0,,,,,,,,,,,,,,,
Jarrad,Branthwaite,Everton,Defender,195cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/06/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p480455.png,23,7,29,48,52%,1,2,40,102,54,0,128,125,57,4,60,29,0,0,0,879,38.22,1,1,100%,0,48,7,0,23,2,2,1,0,1,0,,,,,,,,,,,,,,,
Ben,Brereton,Sheffield United,Forward,185cm,Chile,https://resources.premierleague.com/premierleague/flags/CL.png,18/04/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p204814.png,3,,,1,,,1,0,1,1,,,,,,,,,,0,38,12.67,0,0,,,,0,0,2,5,2,0,2,0,0,0.67,0,0,6,4,67%,2,,,,,,,,
Rhian,Brewster,Sheffield United,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/04/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p195473.png,11,,,5,,,1,0,2,2,,,,,,,,,,0,61,5.55,0,2,,,,0,1,5,0,0,0,0,0,0,0.00,0,0,6,3,50%,0,,,,,,,,
Ethan,Brierley,Brentford,Midfielder,168cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/11/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p494041.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Armando,Broja,Fulham,Forward,191cm,Albania,https://resources.premierleague.com/premierleague/flags/AL.png,10/09/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p440323.png,15,,,3,,,4,0,3,3,,,,,,,,,,0,102,6.80,0,1,,,,0,0,8,6,1,0,1,0,1,0.07,0,0,13,2,15%,2,,,,,,,,
Josh,Brooking,Chelsea,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/09/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
David,Brooks,,Midfielder,173cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,08/07/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p111317.png,13,,,5,80%,,1,2,2,1,,17,11,21,4,1,7,,0,1,112,8.62,2,15,27%,1,6,1,0,6,1,1,0,0,1,1,0.08,0,0,13,5,38%,3,,,,,,,,
Jacob,Brown,Luton Town,Forward,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,10/04/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p242453.png,19,,,19,,,10,8,17,12,,,,,,,,,,0,229,12.05,1,10,,,,4,0,19,6,2,0,1,1,2,0.11,0,0,26,7,27%,3,,,,,,,,
Josh,Brownhill,Burnley,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/12/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p172782.png,25,,,47,66%,,4,29,32,16,,100,104,82,6,29,26,,0,1,876,35.04,0,56,23%,4,37,3,1,31,2,3,0,1,2,0,0.12,0,0,22,8,36%,0,,,,,,,,
Bruno,Fernandes,Manchester United,Midfielder,179cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,08/09/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p141746.png,25,,,54,59%,,22,19,28,13,,145,109,139,18,19,15,,0,5,"1,353",54.12,12,164,21%,20,97,8,0,33,10,3,0,3,0,1,0.12,1,0,66,25,38%,5,,,,,,,,
Bruno,Guimarães,Newcastle United,Midfielder,182cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,16/11/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p208706.png,25,,,51,59%,,10,23,14,4,,150,183,139,44,10,14,,0,4,"1,517",60.68,7,25,28%,16,91,9,0,34,0,3,0,3,0,0,0.12,0,0,29,9,31%,2,,,,,,,,
Bruno,Jordão,,Midfielder,180cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,12/10/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/p428610.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
