first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Stefan,Bajcetic,Liverpool,Midfielder,185cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,22/10/2004  (19),11,https://resources.premierleague.com/premierleague/photos/players/250x250/p535928.png,,,9,67%,,2,9,4,3,,40,34,41,7,9,5,,0,0,253,23.00,0,5,20%,0,12,2,0,7,0,1,0,0,1,0,0.09,0,0,6,3,50%,0,,,,,,,,
Benicio,Baker-Boaitey,Brighton &amp; Hove Albion,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/01/2004  (20),4,https://resources.premierleague.com/premierleague/photos/players/250x250/p475480.png,,,0,,,0,0,1,1,,,,,,,,,,0,14,3.50,0,0,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ellery,Balcombe,Brentford,Goalkeeper,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/10/1999  (24),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p235448.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George,Baldock,Sheffield United,Defender,178cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,09/03/1993  (30),81,https://resources.premierleague.com/premierleague/photos/players/250x250/p82691.png,17,108,126,68%,1,11,68,156,81,1,333,344,361,64,80,97,0,1,6,"2,309",28.51,8,207,25%,1,56,18,0,110,22,2,0,2,0,0,,,,,,,,,,,,,,,
Carlos,Baleba,Brighton &amp; Hove Albion,Midfielder,179cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,03/01/2004  (20),15,https://resources.premierleague.com/premierleague/photos/players/250x250/p535301.png,,,23,48%,,1,11,14,6,,51,50,49,4,15,3,,1,0,392,26.13,0,0,0%,0,12,4,0,22,0,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
Emilio,Ballard-Matthews,Wolverhampton Wanderers,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/11/2007  (16),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fodé,Ballo-Touré,Fulham,Defender,182cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,03/01/1997  (27),5,https://resources.premierleague.com/premierleague/photos/players/250x250/p225897.png,0,1,3,67%,0,0,3,2,0,0,5,8,5,3,0,1,0,0,0,49,9.80,0,4,0%,0,3,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Kofi,Balmer,,Defender,183cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,19/09/2000,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Folarin,Balogun,,Forward,178cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,03/07/2001,2,https://resources.premierleague.com/premierleague/photos/players/250x250/p232223.png,,,1,,,0,0,1,1,,,,,,,,,,0,9,4.50,0,0,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
Mauro,Bandeira,Arsenal,Midfielder,178cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,19/04/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott,Banks,,Forward,183cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,26/09/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p462831.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Shandon,Baptiste,Brentford,Midfielder,175cm,Grenada,https://resources.premierleague.com/premierleague/flags/GD.png,08/04/1998  (25),54,https://resources.premierleague.com/premierleague/photos/players/250x250/p432160.png,,,33,52%,,7,21,26,15,,124,103,106,31,16,29,,0,1,660,12.22,2,19,26%,2,26,1,2,19,2,2,0,1,1,0,0.04,0,0,18,7,39%,0,,,,,,,,
Valentín,Barco,Brighton &amp; Hove Albion,Defender,172cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,23/07/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ross,Barkley,Luton Town,Midfielder,189cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/12/1993  (30),252,https://resources.premierleague.com/premierleague/photos/players/250x250/p88894.png,,,213,66%,,175,99,152,113,,976,"1,207","1,264",460,232,220,,2,31,"9,387",37.25,46,418,24%,64,557,22,0,183,24,32,5,18,9,13,0.13,2,2,502,142,28%,29,,,,,,,,
Ashley,Barnes,,Forward,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/1989,200,https://resources.premierleague.com/premierleague/photos/players/250x250/p44699.png,,,127,,,67,40,127,80,,,,,,,,,,6,"2,969",14.85,12,72,,,,40,2,336,118,42,6,31,5,8,0.21,7,0,330,123,37%,32,,,,,,,,
Ty,Barnett,Wolverhampton Wanderers,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/07/2005  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Luca,Barrington,Brighton &amp; Hove Albion,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/12/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Chris,Basham,Sheffield United,Defender,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/1988  (35),98,https://resources.premierleague.com/premierleague/photos/players/250x250/p40386.png,14,106,198,60%,0,2,146,323,181,5,412,502,341,54,185,141,0,1,4,"2,792",28.49,3,93,15%,0,139,11,0,64,13,1,0,1,0,1,,,,,,,,,,,,,,,
Calvin,Bassey,Fulham,Defender,185cm,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,31/12/1999  (24),17,https://resources.premierleague.com/premierleague/photos/players/250x250/p232892.png,2,23,24,58%,0,1,21,38,15,0,87,57,33,7,20,14,0,1,0,916,53.88,0,1,0%,0,52,2,1,10,2,1,0,1,0,0,,,,,,,,,,,,,,,
Samuel,Bastien,,Midfielder,175cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,26/09/1996,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p189776.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe,Bauress,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/03/2006,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan,Baxter,,Goalkeeper,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/11/1998,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Altay,Bayindir,Manchester United,Goalkeeper,198cm,Turkey,https://resources.premierleague.com/premierleague/flags/TR.png,14/04/1998  (25),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p451302.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Eddie,Beach,,Goalkeeper,196cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/10/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p474803.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mads,Bech,,Defender,189cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,07/01/1999,15,https://resources.premierleague.com/premierleague/photos/players/250x250/p228044.png,2,14,8,88%,0,2,7,25,8,0,41,22,14,0,10,4,0,0,0,438,29.20,0,10,30%,0,20,3,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Owen,Beck,,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/08/2002,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p430992.png,0,0,2,50%,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,4.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Asmir,Begovic,,Goalkeeper,199cm,Bosnia &amp; Herzegovina,https://resources.premierleague.com/premierleague/flags/BA.png,20/06/1987,256,https://resources.premierleague.com/premierleague/photos/players/250x250/p40349.png,63,357,,,,,,,,,,,,,,,0,27,0,"5,668",22.14,,,,,"2,009",12,0,5,,1,,,,,,,,,,,,765,3,91,400,138,181,"1,029","2,352"
Amari'i,Bell,Luton Town,Defender,180cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,05/05/1994  (29),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p165183.png,1,41,50,66%,0,0,25,55,20,0,98,96,77,10,21,22,0,1,0,786,39.30,0,13,8%,2,29,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jean-Ricner,Bellegarde,Wolverhampton Wanderers,Midfielder,170cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,27/06/1998  (25),17,https://resources.premierleague.com/premierleague/photos/players/250x250/p231057.png,,,15,60%,,4,6,11,6,,35,54,55,15,6,15,,0,1,223,13.12,1,25,12%,1,4,0,1,8,1,2,0,2,0,0,0.12,0,0,11,4,36%,0,,,,,,,,
Anis,Ben Slimane,Sheffield United,Midfielder,188cm,Tunisia,https://resources.premierleague.com/premierleague/flags/TN.png,16/03/2001  (22),11,https://resources.premierleague.com/premierleague/photos/players/250x250/p504198.png,,,8,63%,,0,4,6,2,,32,22,47,2,7,16,,0,0,113,10.27,0,0,0%,1,2,2,0,5,2,0,0,0,0,0,0.00,0,0,6,3,50%,2,,,,,,,,
Steven,Benda,Fulham,Goalkeeper,192cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,01/10/1998  (25),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p428971.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Rhys,Bennett,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Saïd,Benrahma,,Forward,172cm,Algeria,https://resources.premierleague.com/premierleague/flags/DZ.png,10/08/1995,110,https://resources.premierleague.com/premierleague/photos/players/250x250/p172841.png,,,85,,,53,31,27,9,,,,,,,,,,16,"2,184",19.85,17,218,,,,1,0,44,19,15,1,14,0,6,0.14,4,0,190,67,35%,10,,,,,,,,
Rodrigo,Bentancur,Tottenham Hotspur,Midfielder,187cm,Uruguay,https://resources.premierleague.com/premierleague/flags/UY.png,25/06/1997  (26),45,https://resources.premierleague.com/premierleague/photos/players/250x250/p202993.png,,,91,56%,,9,45,63,35,,237,199,192,41,40,45,,0,6,"2,156",47.91,6,28,25%,10,69,15,0,51,0,6,0,4,2,0,0.13,0,0,36,13,36%,2,,,,,,,,
Dan,Bentley,Wolverhampton Wanderers,Goalkeeper,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/07/1993  (30),5,https://resources.premierleague.com/premierleague/photos/players/250x250/p79602.png,1,6,,,,,,,,,,,,,,,0,1,0,146,29.20,,,,,28,0,0,0,,0,,,,,,,,,,,,18,0,3,4,0,1,21,48
Sander,Berge,Burnley,Midfielder,195cm,Norway,https://resources.premierleague.com/premierleague/flags/NO.png,14/02/1998  (26),54,https://resources.premierleague.com/premierleague/photos/players/250x250/p207189.png,,,86,57%,,8,32,77,49,,245,256,216,49,103,67,,1,3,"1,659",30.72,4,53,9%,2,72,9,1,63,5,3,0,3,0,1,0.06,1,0,31,7,23%,3,,,,,,,,
Lucas,Bergström,Chelsea,Goalkeeper,199cm,Finland,https://resources.premierleague.com/premierleague/flags/FI.png,05/09/2002  (21),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p482158.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Bernardo,Silva,Manchester City,Midfielder,173cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,10/08/1994  (29),222,https://resources.premierleague.com/premierleague/photos/players/250x250/p165809.png,,,278,57%,,85,118,80,23,,820,749,855,264,55,132,,0,37,"9,924",44.70,52,420,18%,24,329,30,0,153,17,39,2,4,33,7,0.18,0,0,266,106,40%,28,,,,,,,,
Luke,Berry,Luton Town,Midfielder,177cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/07/1992  (31),6,https://resources.premierleague.com/premierleague/photos/players/250x250/p82738.png,,,0,0%,,1,0,0,0,,1,2,4,0,1,2,,0,0,14,2.33,0,5,20%,0,0,0,0,2,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
,Beto,Everton,Forward,194cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,31/01/1998  (26),21,https://resources.premierleague.com/premierleague/photos/players/250x250/p486385.png,,,11,,,3,0,8,7,,,,,,,,,,0,114,5.43,3,3,,,,2,0,15,5,1,0,1,0,0,0.05,0,0,29,5,17%,5,,,,,,,,
Marcus,Bettinelli,Chelsea,Goalkeeper,194cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/05/1992  (31),7,https://resources.premierleague.com/premierleague/photos/players/250x250/p122074.png,0,20,,,,,,,,,,,,,,,0,0,0,211,30.14,,,,,66,2,0,0,,0,,,,,,,,,,,,20,1,8,1,1,5,32,67
Jordan,Beyer,Burnley,Defender,187cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,19/05/2000  (23),15,https://resources.premierleague.com/premierleague/photos/players/250x250/p241231.png,2,23,35,57%,1,3,16,68,39,0,57,73,50,4,29,26,0,1,1,855,57.00,1,0,0%,1,47,6,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giulian,Biancone,,Defender,187cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,31/03/2000,2,https://resources.premierleague.com/premierleague/photos/players/250x250/p437753.png,0,1,2,50%,0,0,1,0,0,0,5,4,0,0,2,0,0,0,0,18,9.00,0,1,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mads,Bidstrup,,Midfielder,175cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,25/02/2001,4,https://resources.premierleague.com/premierleague/photos/players/250x250/p481405.png,,,1,0%,,0,1,2,1,,3,1,5,0,0,0,,0,0,13,3.25,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mika,Biereth,,Forward,187cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,08/02/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Philip,Billing,Bournemouth,Midfielder,193cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,11/06/1996  (27),133,https://resources.premierleague.com/premierleague/photos/players/250x250/p168991.png,,,261,59%,,41,184,222,137,,620,748,611,82,302,175,,3,4,"4,018",30.21,12,138,17%,7,176,26,1,134,8,12,1,3,7,4,0.09,0,0,143,42,29%,6,,,,,,,,
Nathan,Bishop,,Goalkeeper,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/10/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p250370.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Yves,Bissouma,Tottenham Hotspur,Midfielder,182cm,Mali,https://resources.premierleague.com/premierleague/flags/ML.png,30/08/1996  (27),152,https://resources.premierleague.com/premierleague/photos/players/250x250/p227127.png,,,362,64%,,36,206,197,116,,799,794,630,198,110,105,,2,2,"6,070",39.93,5,25,20%,15,214,38,3,194,3,3,0,3,0,2,0.02,0,0,134,22,16%,4,,,,,,,,
Billy,Blacker,Sheffield United,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/05/2006  (17),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malachi,Boateng,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/07/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p461377.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oscar,Bobb,Manchester City,Midfielder,174cm,Norway,https://resources.premierleague.com/premierleague/flags/NO.png,12/07/2003  (20),8,https://resources.premierleague.com/premierleague/photos/players/250x250/p477555.png,,,3,0%,,1,1,1,0,,8,16,8,9,1,0,,0,1,102,12.75,2,4,75%,3,0,0,0,1,0,1,0,1,0,0,0.13,0,0,3,2,67%,1,,,,,,,,
Jayden,Bogle,Sheffield United,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/07/2000  (23),38,https://resources.premierleague.com/premierleague/photos/players/250x250/p226182.png,3,66,76,62%,1,9,39,82,43,0,151,173,193,23,49,38,0,0,0,817,21.50,0,42,26%,0,23,9,0,42,4,3,0,1,2,0,,,,,,,,,,,,,,,
Bendegúz,Bolla,,Defender,180cm,Hungary,https://resources.premierleague.com/premierleague/flags/HU.png,22/11/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Willy-Arnaud,Boly,Nottingham Forest,Defender,195cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,03/02/1991  (33),115,https://resources.premierleague.com/premierleague/photos/players/250x250/p90585.png,31,129,243,61%,1,13,189,503,288,1,582,669,369,32,359,172,0,0,3,"5,012",43.58,8,3,0%,3,207,9,3,95,9,6,4,1,0,1,,,,,,,,,,,,,,,
Alex,Borto,,Goalkeeper,188cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,06/11/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sven,Botman,Newcastle United,Defender,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,12/01/2000  (24),51,https://resources.premierleague.com/premierleague/photos/players/250x250/p220237.png,13,56,56,64%,2,7,41,172,67,1,245,175,92,1,106,55,1,3,2,"2,631",51.59,3,1,100%,0,136,4,0,22,3,2,2,0,0,1,,,,,,,,,,,,,,,
Aaron,Bott,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/09/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jarrod,Bowen,West Ham United,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/12/1996  (27),156,https://resources.premierleague.com/premierleague/photos/players/250x250/p178186.png,,,152,,,105,111,44,27,,,,,,,,,,26,"2,781",17.83,39,524,,,,10,0,94,54,38,5,5,26,10,0.24,1,0,296,108,36%,37,,,,,,,,
Josh,Bowler,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/03/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Conor,Bradley,Liverpool,Defender,180cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,09/07/2003  (20),4,https://resources.premierleague.com/premierleague/photos/players/250x250/p492777.png,0,2,10,80%,0,1,2,6,3,0,15,27,20,5,6,2,0,0,3,159,39.75,2,11,27%,3,7,1,0,5,0,1,0,1,0,0,,,,,,,,,,,,,,,
Jarrad,Branthwaite,Everton,Defender,195cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/06/2002  (21),33,https://resources.premierleague.com/premierleague/photos/players/250x250/p480455.png,8,49,60,55%,1,2,43,133,71,0,170,165,93,6,80,49,0,0,0,"1,217",36.88,1,1,100%,0,66,7,1,30,2,3,1,1,1,0,,,,,,,,,,,,,,,
Ben,Brereton,Sheffield United,Forward,185cm,Chile,https://resources.premierleague.com/premierleague/flags/CL.png,18/04/1999  (24),3,https://resources.premierleague.com/premierleague/photos/players/250x250/p204814.png,,,1,,,1,0,1,1,,,,,,,,,,0,38,12.67,0,0,,,,0,0,2,5,2,0,2,0,0,0.67,0,0,6,4,67%,2,,,,,,,,
Rhian,Brewster,Sheffield United,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/04/2000  (23),38,https://resources.premierleague.com/premierleague/photos/players/250x250/p195473.png,,,13,,,10,5,6,2,,,,,,,,,,0,268,7.05,4,18,,,,1,1,23,4,0,0,0,0,1,0.00,0,0,30,11,37%,2,,,,,,,,
Ethan,Brierley,Brentford,Midfielder,168cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/11/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p494041.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Armando,Broja,Fulham,Forward,191cm,Albania,https://resources.premierleague.com/premierleague/flags/AL.png,10/09/2001  (22),60,https://resources.premierleague.com/premierleague/photos/players/250x250/p440323.png,,,19,,,13,4,15,10,,,,,,,,,,0,552,9.20,2,9,,,,2,0,39,22,8,0,8,0,3,0.13,0,0,64,28,44%,10,,,,,,,,
Josh,Brooking,Chelsea,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/09/2002  (21),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
David,Brooks,,Midfielder,173cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,08/07/1997,58,https://resources.premierleague.com/premierleague/photos/players/250x250/p111317.png,,,49,71%,,15,30,29,5,,149,155,231,42,11,48,,0,6,"1,177",20.29,11,78,23%,17,33,6,0,28,3,9,1,0,8,4,0.16,0,0,65,28,43%,11,,,,,,,,
Jacob,Brown,Luton Town,Forward,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,10/04/1998  (25),19,https://resources.premierleague.com/premierleague/photos/players/250x250/p242453.png,,,19,,,10,8,17,12,,,,,,,,,,0,229,12.05,1,10,,,,4,0,19,6,2,0,1,1,2,0.11,0,0,26,7,27%,3,,,,,,,,
Josh,Brownhill,Burnley,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/12/1995  (28),103,https://resources.premierleague.com/premierleague/photos/players/250x250/p172782.png,,,179,58%,,26,180,126,57,,537,462,386,43,161,130,,0,5,"3,503",34.01,2,128,28%,6,140,17,1,112,4,5,0,2,3,1,0.05,0,0,91,24,26%,1,,,,,,,,
